president,category,subcategory,item,count
Johnson,Dessert,Bombe,Norige Jubilee,1
Johnson,Dessert,Mousse,Chocolate,2
Johnson,Dessert,Mousse,Bavarian Cream,1
Johnson,Dessert,Mousse,Mousse London,1
Johnson,Dessert,Mousse,Mousse Shukri,1
Johnson,Dessert,Fruit,Peaches Luise,1
Johnson,Dessert,Fruit,Mango Aissa,1
Johnson,Dessert,Fruit,Atifet Delight,1
Johnson,Dessert,Souffle,Souffle Innsbruck,1
Johnson,Dessert,Souffle,Soufflé Glacé Westminster,1
Johnson,Dessert,Ice Cream,Glace Tsiranana,1
Johnson,Dessert,Ice Cream,Glace Macapagal,1
Johnson,Dessert,Ice Cream,Glace Yameogo,1
Johnson,Dessert,Ice Cream,Praline Glace,1
Johnson,Dessert,Ice Cream,Glace India,1
Johnson,Dessert,Ice Cream,Lemon Glace Helle,1
Johnson,Dessert,Ice Cream,Glace Rachel,1
Johnson,Dessert,Ice Cream,Glace Imelda,1
Johnson,Dessert,Ice Cream,Glace Zara,1
Johnson,Dessert,Ice Cream,Pears Glacées Sara,1
Johnson,Dessert,Ice Cream,Marrons Glacés Leila,1
Johnson,Dessert,Ice Cream,Atifet Delight,1
Johnson,Dessert,Sherbet,Ring of Sherbet Monastir,1
Johnson,Dessert,Other,Peach Pahiatua,1
Johnson,Dessert,Other,Strawberry La Paulina,1
Johnson,Dessert,Other,Chocolate Mint Bettina,1
Johnson,Dessert,Ice Ring,Ice Damavand,1
Johnson,Dessert,Meringue,Meringue Park,1
Johnson,Dessert,Meringue,Vacherin Chiang Mai,1
Johnson,Dessert,Meringue,Vacherin Thankolsook,1
Johnson,Dessert,Sculpture,August Basket,1
Johnson,Dessert,Petit Fours,Petit Fours Secs,1
