president,category,subcategory,item,count
Clinton,Soup/Salad,Greens,Wilted Summer Greens,1
Clinton,Soup/Salad,Greens,Salad of Young Greens with Lemon Thyme Dressing,1
Clinton,Soup/Salad,Greens,Young Greens and Herb Salad with Heirloom Tomatoes and 25-Year-Old Sherry Dressing,1
Clinton,Soup/Salad,Greens,"Baked Goat’s Cheese with Arugula, Endive, and Walnut Sauce",1
Clinton,Soup/Salad,Greens,"Salad of Spinach, Arugula, Fennel, and Sweet Basil with Orange Sherry Dressing",1
Clinton,Soup/Salad,Soup,Carrot Juice Broth,1
Clinton,Soup/Salad,Soup,New England Seafood and Vegetable Stew,1
Clinton,Soup/Salad,Soup,Gingered Tomato Broth,1
Clinton,Soup/Salad,Soup,"Shrimp and Lobster “Caldo” with Yucca, Coconut, and Roasted Tomatoes",1
Clinton,Soup/Salad,Soup,Roasted Eggplant Soup,1
Clinton,Soup/Salad,Soup,Chilled Spring Pea and Zucchini Soup,1
Clinton,Soup/Salad,Soup,Chilled Zucchini and Green Pea Soup,1
Clinton,Soup/Salad,Soup,Tomato Basil Broth,1
Clinton,Soup/Salad,Soup,Golden Tomato Gazpacho,1
Clinton,Soup/Salad,Soup,Gingered Pheasant Consommé,1
Clinton,Soup/Salad,Soup,Pheasant and Morel Consommé,1
Clinton,Soup/Salad,Soup,Chilled Green Pea and Cilantro Soup,1
Clinton,Dessert,Cookies,Brandy Snaps,2
Clinton,Dessert,Cookies,Assorted Macaroons,1
Clinton,Dessert,Cookies,Cookies,2
Clinton,Dessert,Cookies,Basket of Macaroons,1
Clinton,Dessert,Cookies,Macaroons—Brazilian Coffee Truffles,1
Clinton,Dessert,Cookies,Hazelnut Crescents,1
Clinton,Dessert,Cookies,Mexican Wedding Cookies,1
Clinton,Dessert,Cookies,Pine Nut Macaroons,1
Clinton,Dessert,Cookies,Kourabiedes,1
Clinton,Dessert,Cookies,Almond Crescent Cookies,1
Clinton,Dessert,Cookies,Coconut Snowballs,1
Clinton,Dessert,Cookies,Butter Raspberry Ginger Cookies,1
Clinton,Dessert,Cookies,Linzer Squares,1
Clinton,Dessert,Cookies,Coconut Macaroons,1
Clinton,Dessert,Cookies,Crisp Almond Squares,1
Clinton,Dessert,Cookies,Honey Almond Squares,1
Clinton,Dessert,Cake,Strawberry Surprise,1
Clinton,Dessert,Cake,Orange Blossom Surprise with Pomegranate Sauce,1
Clinton,Dessert,Cake,Peach Cake with Chestnut Parfait and Chocolate Caramel Sauce,1
Clinton,Dessert,Cake,Almond and Orange Mousse Cake with Kiwi Sauce,1
Clinton,Dessert,Cake,Miniature Dobos,1
Clinton,Dessert,Cake,Pineapple Surprise Queenstown,1
Clinton,Dessert,Cake,Sesame Honey Cakes,1
Clinton,Dessert,Cake,Raspberry Bande,1
Clinton,Dessert,Mousse,Crated Apricot Sherbet with Frozen Date Mousse and Orange Sauce,1
Clinton,Dessert,Mousse,Sour Cherry Mousseline,1
Clinton,Dessert,Cream,Lemon Burned Cream,1
Clinton,Dessert,Cream,Strawberries and Cream with Devonshire Sauce,1
Clinton,Dessert,Cream,Crème Fraîche,1
Clinton,Dessert,Pâte de Fruit,"Lime Sauce, Cranberry Pâte de Fruit",1
Clinton,Dessert,Pâte de Fruit,Sour Cherry Pâte de Fruit,1
Clinton,Dessert,Pastries,Mandarin Tea Tartlet,1
Clinton,Dessert,Pastries,Kumquat Tartlettes,1
Clinton,Dessert,Pastries,Apricot Tartlet,1
Clinton,Dessert,Pastries,"Sfogliatelle, Zeppole, and Amaretti",1
Clinton,Dessert,Pastries,Bing Cherry Strudel Surprise,1
Clinton,Dessert,Fruit,Lychees and Clementines,1
Clinton,Dessert,Fruit,California “Berkeley” Cherries,1
Clinton,Dessert,Fruit,Wild Berries,1
Clinton,Dessert,Fruit,Berries and Peaches,1
Clinton,Dessert,Fruit,Lychees and Raspberries,1
Clinton,Dessert,Fruit,Orange Basket Borboleta with Red Fruit Sauce,1
Clinton,Dessert,Fruit,Black Raspberry Sauce with Seasonal Fruit,1
Clinton,Dessert,Fruit,Fresh Bing Cherries,1
Clinton,Dessert,Fruit,Mt. Soraksan Peaches and Fresh Raspberries,1
Clinton,Dessert,Fruit,Poached Pear in Red Wine Sauce,1
Clinton,Dessert,Fruit,Baked Pineapple,1
Clinton,Dessert,Fruit,Sweet Kente Wrapped Mango,1
Clinton,Dessert,Fruit,Cape Gooseberries,1
Clinton,Dessert,Fruit,Almond-filled Medjool,1
Clinton,Dessert,Fruit,Litchis and Raspberry Sauce,1
Clinton,Dessert,Sherbet,Cherry Sherbet with Almond Ice Cream and Wild Strawberry Sauce,1
Clinton,Dessert,Sherbet,Frozen Nougat with Mango Sherbet and Passion Fruit Sabayon,1
Clinton,Dessert,Sherbet,Granadilla Sherbet,1
Clinton,Dessert,Sherbet,Clementine Sherbet with Pomegranate Sauce,1
Clinton,Dessert,Sherbet,Crated Apricot Sherbet with Frozen Date Mousse and Orange Sauce,1
Clinton,Dessert,Sherbet,Apple and Cherry Sherbet Pyramid with Apple Brandy Sauce,1
Clinton,Dessert,Sherbet,Spring Asparagus Sherbet,1
Clinton,Dessert,Sherbet,Orange Sherbet and Tea Parfait,1
Clinton,Dessert,Souffle,Hazelnut Souffle,1
Clinton,Dessert,Pretzels,Vanilla Pretzel,1
Clinton,Dessert,Dulce de Leche,Frozen Dulce de Leche,1
Clinton,Dessert,Pudding,Miniature Mango Pudding,1
Clinton,Dessert,Pudding,Chocolate Brittle Flan and Almond Swan,1
Clinton,Dessert,Low-fat Ice Cream,"Ginger-Almond Ice Cream, made with 2% milk",1
Clinton,Dessert,Ice Cream,Cherry Sherbet with Almond Ice Cream and Wild Strawberry Sauce,1
Clinton,Dessert,Ice Cream,Sweet Corn and Tequila Ice Cream Mold with Lime Sauce,1
Clinton,Dessert,Ice Cream,Caramel Rum Raisin Ice Cream,1
Clinton,Dessert,Ice Cream,Coffee Ice Cream with Caramel and Chocolate Sauce,1
Clinton,Dessert,Ice Cream,Golden Pineapple Ice Cream with Raspberry Sauce,1
Clinton,Dessert,Nougat,Frozen Nougat with Mango Sherbet and Passion Fruit Sabayon,1
Clinton,Dessert,Nougat,Almond Pistachio Nougat,1
Clinton,Dessert,Nougat,Hazelnut Nougat,1
Clinton,Dessert,Parfait,Peach Cake with Chestnut Parfait and Chocolate Caramel Sauce,1
Clinton,Dessert,Parfait,Banana Parfait,1
Clinton,Dessert,Parfait,Orange Sherbet and Tea Parfait,1
Clinton,Dessert,Ice Mold,Lime Ice Mold,1
Clinton,Dessert,Ice Mold,Coffee and Roasted Hazelnut Ice Mold,1
Clinton,Dessert,Gianduja,Honey Gianduja,1
Clinton,Dessert,Gianduja,Hazelfruit Gianduja,1
Clinton,Dessert,Sculpture,Pistachio and Nectarine Rose of Sharon with Strawberry Sauce,1
Clinton,Dessert,Sculpture,Lemon Honey Marbleized Dome,1
Clinton,Dessert,Sculpture,Amaretto Castle,1
Clinton,Dessert,Sculpture,Exotic Roses,1
Clinton,Dessert,Sculpture,Chocolate Brittle Flan and Almond Swan,1
Clinton,Dessert,Sculpture,Mango and Banana Lotus,1
Clinton,Dessert,Sculpture,Chestnut Gondola,1
Clinton,Dessert,Sculpture,Topiary Valencia with Glazed Kumquat Sauce,1
Clinton,Dessert,Sabayon,Apple Sabayon,1
Clinton,Dessert,Sabayon,Cinnamon Sabayon with Light Chocolate Sauce,1
Clinton,Dessert,Sabayon,Peach Brandy Sabayon,1
Clinton,Dessert,Sabayon,Tropico Sabayon,1
Clinton,Dessert,Baklava,Baklava and Rainbow Marzipan,1
Clinton,Dessert,Baklava,Baklava,1
Clinton,Dessert,Marzipan,Baklava and Rainbow Marzipan,1
Clinton,Dessert,Fudge,White Almond Bark Chocolate Fudge,1
Clinton,Dessert,Fudge,Honey Nougat Chocolate Fudge,1
Clinton,Dessert,Tamales,Honey Tamales,1
Clinton,Dessert,Chocolate,Ginseng Tea Truffles,1
Clinton,Dessert,Chocolate,Peanut Butter Truffles,1
Clinton,Dessert,Chocolate,Raspberry and Chocolate Truffle Ring Mold,1
Clinton,Dessert,Chocolate,Gold Bars and Ghana Cocoa Beans,1
Clinton,Dessert,Chocolate,Chocolate Coconut Bars,1
Clinton,Dessert,Candy,Autumn Twigs and Leaves,1
Clinton,Dessert,Candy,Chocolate Tea Candy,1
Clinton,Dessert,Candy,Crystallized Ginger,1
Clinton,Dessert,Candy,Candied Ginger and Glazed Orange Rind,1
Clinton,Dessert,Candy,Caramel Walnut Candy,1
Clinton,Dessert,Candy,Orange and Date Sweet Delicacies with Honey Mint Sauce,1
